dwr_id,dau,Barren Land (Rock/Sand/Clay),Cultivated Crops,Deciduous Forest,Developed High Intensity,"Developed, Low Intensity","Developed, Medium Intensity","Developed, Open Space",Emergent Herbaceous Wetlands,Evergreen Forest,Grassland/Herbaceous,Mixed Forest,Open Water,Pasture/Hay,Perennial Ice/Snow,Shrub/Scrub,Woody Wetlands
215_196,327,,,,,,,,,,,,,,,1.00,
215_196,328,0.00,,,,,,,,,,,,,,1.00,
215_197,327,,,,,,,,,,,,,,,1.00,
215_197,328,0.14,,,,,,,,,,,,,,0.86,
215_198,328,0.44,,,,,,,,,,,,,,0.56,
215_199,328,0.67,,,,,,0.02,,,,,,,,0.31,
215_200,328,0.97,,,,,,,,,,,,,,0.03,
215_201,328,1.00,,,,,,,,,,,,,,,
215_202,328,0.99,,,,,,,,,,,,,,0.01,
215_203,328,0.97,,,,,,,,,,,,,,0.03,
215_203,331,0.74,,,,,,,,,,,,,,0.26,
215_204,331,0.70,,,,,,,,,,,,,,0.30,
215_205,331,0.94,,,,,,,,,,,,,,0.06,
215_206,331,0.96,,,,,,,,,,,,,,0.04,
215_207,331,0.97,,,,,,,,,,,0.01,,,0.02,
215_208,331,0.98,,,,,,,,,,,,,,0.02,
215_208,332,0.79,,,,,,,,,,,,,,0.21,
215_209,331,0.90,,,,,,,,,,,,,,0.10,
215_209,332,0.98,,,,,,,,,,,,,,0.02,
215_210,332,0.90,,,,,,,,,,,,,,0.10,
215_211,332,0.36,,,,,,,,,,,,,,0.64,
215_212,332,0.62,,,,,,,,,,,,,,0.38,
215_213,332,0.58,,,,,,,,,,,,,,0.42,
21_52,136,0.01,,0.02,0.00,0.06,0.01,0.10,,0.67,0.03,0.01,,0.00,,0.10,
215_214,332,0.87,,,,,,,,,,,,,,0.13,
215_215,332,0.09,,,,,,,,,,,,,,0.91,
215_216,332,,,,,,,,,,,,,,,1.00,
215_217,332,,,,,,,,,,,,,,,1.00,
215_218,332,,,,,,,,,,,,,,,1.00,
215_219,332,,,,,,,,,,,,,,,1.00,
215_219,343,,,,,,,,,,,,,,,1.00,
215_220,332,,,,,,,,,,,,,,,1.00,
215_220,343,0.00,,,,,,,,,,,,,,1.00,
215_221,343,0.00,,,,,,,,,,,,,,1.00,
215_222,343,0.02,,,,,,,,,,,,,,0.98,
215_223,343,0.00,,,,,,,,,,,,,,1.00,
215_224,343,0.00,,,,0.02,,0.01,,,,,,,,0.97,
215_225,343,,,,,,,,,,,,,,,1.00,
215_226,343,,,,,,,,,,,,,,,1.00,
215_227,343,0.00,,,,,,,,,,,,,,1.00,
215_228,343,0.00,,,,,,,,,0.00,,,,,1.00,
215_229,343,,,,,,,,,,,,,,,1.00,
215_230,343,,,,,,,,,,,,,,,1.00,
215_231,343,0.00,,,,,,,,,,,,,,1.00,
215_232,343,,,,,,,,,,0.00,,,,,1.00,
215_233,343,,,,,0.00,,,,,0.00,,,,,1.00,
215_234,343,0.00,,0.00,0.00,0.01,0.00,0.01,0.00,,,,0.04,,,0.93,0.00
215_234,no data,,,,0.01,0.15,0.05,0.26,,,,,0.10,0.00,,0.44,
215_235,343,,,0.04,,0.01,0.03,,0.03,,,,0.52,,,0.36,
215_235,no data,,,,,0.01,0.00,0.01,,,,,0.01,,,0.97,
215_236,no data,,,,,,,,,,,,,,,1.00,
21_53,136,0.00,,0.00,,0.00,0.00,0.04,,0.91,,0.00,,,,0.04,
21_54,136,0.06,,,,0.00,0.00,0.01,,0.82,0.01,,,,,0.10,
21_55,136,0.09,,,,,,,,0.69,0.05,,,,,0.18,
21_56,136,0.01,,,,,,,,0.88,0.03,,,,,0.09,
21_57,136,,,0.00,,,,,,0.97,0.00,0.00,,,,0.03,
21_58,136,,0.00,,,,,0.02,0.00,0.88,0.02,0.00,,,,0.08,
21_59,136,,,,,,,0.00,,0.90,0.02,0.00,,,,0.08,
2_15,no data,,,,,,,,,0.88,0.05,0.06,,,,0.00,
21_60,136,,,0.00,,,,,,0.94,0.00,0.01,,,,0.06,
2_16,014,,,0.00,,,,0.01,,0.79,0.02,0.12,,,,0.05,
216_113,081,,0.07,,,0.23,0.11,0.15,,0.00,0.16,,0.00,,,0.28,
21_61,136,,,,,,,,,0.85,0.02,0.00,,,,0.13,
216_113,no data,,,,,0.00,0.00,,,,,,1.00,,,,
216_114,081,0.00,,,,0.08,0.03,0.14,,0.11,0.07,0.05,,0.00,,0.51,
216_114,no data,,,,,0.01,0.04,0.00,,,,,0.95,,,,
216_115,081,0.00,,,,0.00,0.00,0.09,0.00,0.28,0.06,0.05,,,,0.51,
216_116,081,,0.00,,,0.00,0.00,0.06,0.00,0.28,0.06,0.05,,,,0.54,0.00
216_117,081,0.00,0.06,,0.00,0.06,0.02,0.09,,0.04,0.12,0.03,,0.00,,0.56,0.01
216_118,081,0.00,0.02,,,,,0.02,,0.03,0.15,0.05,,0.01,,0.72,0.00
216_119,081,0.00,,,,,,0.02,,0.06,0.18,0.02,,,,0.72,0.00
216_120,081,,0.17,,,0.00,,0.06,,0.05,0.20,0.04,,0.02,,0.45,
216_121,081,0.00,0.50,,0.00,0.05,0.03,0.13,,0.00,0.03,0.01,,0.01,,0.24,0.00
216_122,081,0.01,0.09,,0.01,0.14,0.19,0.20,0.02,0.01,0.03,0.01,0.00,0.01,,0.24,0.05
216_123,081,0.02,0.07,,0.00,0.01,0.00,0.22,0.01,0.02,0.16,0.01,,,,0.48,0.01
216_124,081,0.00,0.10,,,0.00,,0.09,,0.01,0.23,0.02,,0.00,,0.55,
216_125,081,0.01,0.05,,,0.00,,0.08,,0.01,0.28,0.02,,0.03,,0.52,
216_126,081,0.06,0.05,,,0.01,0.00,0.18,,0.00,0.45,0.01,,0.05,,0.19,
216_127,081,0.01,,,,0.00,,0.03,,0.00,0.43,0.00,,,,0.52,
216_128,081,,,,,,,0.05,,0.00,0.41,0.00,,,,0.54,
216_129,081,0.01,,,,,,0.03,,0.00,0.48,0.00,,,,0.48,
216_130,081,0.04,,,,0.01,0.00,0.08,,0.00,0.56,0.00,0.00,,,0.30,
216_131,081,0.00,,,,,,0.03,,0.00,0.39,0.00,,,,0.58,0.00
216_131,083,,,,,,,0.09,,0.02,0.39,0.01,,,,0.49,
216_131,090,,,,,,,,,0.01,0.29,0.02,,,,0.68,
216_132,081,,,,,,,0.06,,0.10,,,,,,0.85,
216_132,083,,,,,,,0.03,,0.06,0.06,0.10,,,,0.75,
216_132,090,0.00,,,,,,0.03,,0.02,0.23,0.01,,,,0.70,0.00
216_133,083,,,0.00,,0.00,,0.02,,0.12,0.04,0.06,,,,0.76,
216_133,090,0.00,,,,0.00,,0.03,,0.02,0.40,0.02,,,,0.52,
216_134,083,,,,,0.03,0.00,0.07,,0.12,0.06,0.05,,,,0.68,0.00
216_134,090,0.01,,,,0.00,,0.05,,0.08,0.15,0.05,,,,0.65,
216_135,083,0.00,,,,0.06,0.02,0.12,,0.03,0.03,0.00,,,,0.73,
216_135,090,0.03,,,0.00,0.09,0.06,0.17,,0.00,0.16,0.00,,,,0.49,
216_136,083,,,,,,,,,,,,,,,1.00,
216_136,090,,,,,0.15,0.09,0.09,,0.01,0.01,0.01,,,,0.63,0.00
216_137,083,,,,,,,,,,,,,,,1.00,
216_137,090,0.01,0.00,,0.00,0.16,0.06,0.12,0.00,0.02,0.02,0.00,0.01,,,0.60,0.00
216_138,090,,,,,0.00,,0.06,0.00,0.02,0.02,0.01,,,,0.89,0.00
216_139,090,,,,,0.00,,0.05,,0.01,0.01,0.00,,,,0.92,
216_140,090,0.01,,,,0.00,,0.03,,0.03,0.02,0.01,,,,0.90,
216_141,090,0.01,,,,,,0.01,,0.09,0.01,0.01,,,,0.87,
216_142,090,0.01,,0.00,,,,,,0.10,0.01,0.02,,,,0.87,0.00
216_143,090,0.00,,,,0.00,,0.02,,0.00,0.02,0.01,,,,0.95,0.00
216_144,090,0.00,,0.00,,0.00,,0.03,,0.00,0.04,0.00,,,,0.92,0.00
216_145,090,0.01,,,,,,0.00,,0.00,0.13,0.01,,,,0.85,0.00
216_146,090,0.00,,,,,,0.03,,0.17,0.11,0.04,,,,0.65,
216_146,092,0.01,,,,,,0.07,,0.52,0.02,0.17,,,,0.23,
216_147,090,,,,,,,0.07,,0.61,0.02,0.12,,,,0.19,
216_147,092,0.00,,,,,,,,0.36,0.08,0.05,,,,0.51,0.00
216_147,307,,,,,0.01,,0.06,,0.75,0.02,0.01,,,,0.15,
216_148,092,0.01,,,,,,,,0.57,0.02,0.01,,,,0.39,
216_148,307,,,,,0.00,,0.01,,0.46,0.03,,,,,0.49,
216_149,092,0.01,,0.00,,,,,,0.47,0.01,0.11,,,,0.41,
216_149,307,,,,,,,,,0.74,,,,,,0.26,
216_150,092,0.01,,,,0.00,,0.06,0.00,0.59,0.02,0.03,0.00,,,0.29,0.00
216_151,092,0.00,,,,,,0.01,,0.55,0.01,0.01,,,,0.42,
216_151,307,,,,,,,,,0.89,,0.03,,,,0.08,
216_152,092,0.00,,0.00,,,,,,0.34,0.02,0.03,,,,0.61,
216_153,092,0.00,,,,,,,,0.24,0.00,0.05,,,,0.71,
216_154,092,,,,,,,0.02,,0.63,0.00,0.01,,,,0.34,
216_155,092,0.01,,,,,0.00,0.02,,0.77,,0.02,,,,0.18,
216_155,100,0.02,,,,0.00,,0.00,,0.66,0.00,0.05,,,,0.26,
216_155,308,0.07,,,,,0.04,0.03,,0.78,,,,,,0.08,
216_156,100,0.01,,,,0.01,0.00,0.02,,0.43,0.00,0.09,,,,0.45,0.00
216_157,100,0.01,,,,0.01,,0.01,,0.12,0.01,0.02,,,,0.83,
216_158,100,0.01,,,,0.05,0.00,0.10,,,0.07,0.00,,,,0.78,
216_159,100,0.00,,,,0.03,0.00,0.11,,0.00,0.05,0.00,,,,0.80,0.00
216_159,309,,,,,,,0.12,,,,,,,,0.88,
216_160,100,,,,,0.01,,0.07,,0.03,0.10,,,,,0.79,
216_160,309,0.00,,,,0.01,,0.04,,0.06,0.12,0.01,,,,0.76,
216_161,309,0.00,,0.00,,0.00,,0.02,,0.01,0.05,0.01,,,,0.91,
216_162,309,0.00,0.00,0.00,,0.01,0.00,0.02,0.01,0.00,0.15,0.02,0.13,,,0.61,0.04
216_163,309,,,,,0.00,,0.02,0.00,0.01,0.24,0.04,0.01,,,0.67,0.02
216_164,309,0.00,,,,,,,,0.10,0.12,0.06,,,,0.71,0.00
216_165,309,0.00,,,,,,0.02,,0.07,0.33,0.04,,,,0.54,
216_166,309,0.01,,0.00,,,,0.01,,0.01,0.39,0.02,,,,0.57,
216_167,309,0.01,,,,,,,,0.02,0.24,0.01,,,,0.73,
216_168,309,0.00,,,,,,0.01,,0.04,0.19,0.00,,,,0.77,
216_169,309,0.00,0.00,0.01,,0.00,,0.03,,0.15,0.15,0.01,,,,0.65,
216_170,100,,,,,0.02,,0.01,,0.20,0.03,0.05,,,,0.69,
216_170,309,,,,,0.00,,0.02,,0.54,0.02,0.06,,,,0.36,
216_171,100,,,,,,,,,0.62,0.00,0.06,,,,0.32,
216_171,309,0.01,,,,0.01,0.00,0.01,,0.48,0.05,0.02,,,,0.43,
216_172,100,0.00,,,,0.01,0.01,0.00,,0.33,0.03,0.04,,,,0.57,
216_172,309,0.00,,,,0.02,0.00,0.02,,0.50,0.01,0.02,,,,0.44,
216_172,319,,,,,,,,,0.38,,0.15,,,,0.47,
216_173,100,0.00,,,,0.01,0.00,0.01,,0.33,0.03,0.04,,,,0.58,
216_173,319,,,,,0.01,,0.01,,0.53,0.01,0.04,,,,0.41,
216_173,320,,,,,,,,,0.80,,0.01,,,,0.18,
216_174,100,0.01,,,,0.01,,0.19,,0.06,0.08,0.00,0.11,,,0.54,
216_174,319,,,,,,,,,0.56,,,,,,0.44,
216_174,320,0.01,,,,0.01,,0.03,,0.18,0.07,,,,,0.70,
216_175,320,0.01,,,,0.00,,0.01,,0.12,0.11,0.00,,,,0.75,0.01
216_176,320,0.01,,,,,,,,0.18,0.24,,,,,0.57,
216_177,320,0.01,,,,,,,,0.03,0.33,,,,,0.62,
216_178,320,0.01,,,,,,,,0.00,0.07,,,,,0.92,
216_179,320,,,,,,,,,0.00,0.00,,,,,1.00,
216_180,320,,,,,,,,,,,,,,,1.00,
216_180,322,,,,,,,,,,,,,,,1.00,
216_180,323,,,,,,,,,,,,,,,1.00,
216_181,322,,,,,,,,,,,,,,,1.00,
216_181,323,,,,,,,,,,0.00,,,,,1.00,
216_182,323,0.00,,,,,,0.10,,,,,,,,0.90,
216_183,323,0.05,,,,,,0.09,,,,,,,,0.86,
216_184,323,0.01,,,,0.00,,0.08,,,,,,,,0.90,
216_185,323,0.06,,,,,,0.04,,,,,,,,0.90,
216_185,325,0.01,,,,,,0.00,,,,,,,,0.99,
216_186,323,0.09,,,,,,,,,,,,,,0.91,
216_186,325,0.29,,,,,,0.00,,,,,,,,0.71,
216_187,325,0.65,,,,,,,,,,,,,,0.35,
216_188,325,0.80,,,,,,,,,,,,,,0.20,
216_189,325,0.72,,,0.01,0.00,0.01,0.03,,,,,,,,0.24,
216_189,327,0.78,,,,,,,,,,,,,,0.22,
216_190,325,0.80,,,,,,0.01,,,,,,,,0.19,
216_190,327,0.73,,,,,,,,,,,,,,0.27,
216_191,325,0.47,,,,,,0.02,,,,,,,,0.51,
216_191,327,0.48,,,,0.00,,0.01,,,,,,,,0.51,
216_192,327,0.74,,,,,,,,,,,,,,0.26,
216_193,327,0.60,,,,,,,,,,,,,,0.40,
216_194,327,0.32,,,,,,,,,,,,,,0.68,
216_195,327,0.40,,,,,,,,,,,,,,0.60,
216_196,327,,,,,,,,,,,,,,,1.00,
216_197,327,,,,,,,,,,,,,,,1.00,
216_197,328,0.03,,,,,,,,,,,,,,0.97,
216_198,327,,,,,,,,,,,,,,,1.00,
216_198,328,0.24,,,,,,,,,,,,,,0.76,
216_199,328,0.57,,,,0.00,,0.02,,,,,,,,0.42,
216_200,328,0.78,,,,,,,,,,,,,,0.22,
216_201,328,0.78,,,,,,,,,,,,,,0.22,
216_202,328,0.61,,,,,,,,,,,,,,0.39,
216_203,328,0.36,,,,,,,,,,,,,,0.64,
216_203,331,0.14,,,,,,,,,,,,,,0.86,
216_204,331,0.30,,,,,,,,,,,,,,0.70,
216_205,331,0.59,,,,,,,,,,,,,,0.41,
216_206,331,0.88,,,,,,,,,,,,,,0.12,
216_207,331,0.82,,,,,,,,,,,0.00,,,0.17,
216_208,331,0.97,,,,,,,,,,,,,,0.03,
216_209,331,0.89,,,,,,,,,,,,,,0.11,
216_209,332,0.86,,,,,,,,,,,,,,0.14,
216_210,331,,,,,,,,,,,,,,,1.00,
216_210,332,0.73,,,,,,,,,,,,,,0.27,
216_211,332,0.76,,,,,,,,,,,,,,0.24,
216_212,332,0.97,,,,,,,,,,,0.00,,,0.03,
216_213,332,0.91,,,,,,,,,,,,,,0.09,
21_62,134,,,,,,,,,0.77,0.05,,,,,0.18,
21_62,136,,,,,,,,,0.85,0.07,,,,,0.08,
216_214,332,0.92,,,,,,,,,,,,,,0.08,
216_215,332,0.11,,,,,,,,,,,,,,0.89,
216_216,332,0.00,,,,,,,,,,,,,,1.00,
216_217,332,,,,,,,,,,,,,,,1.00,
216_218,332,,,,,,,,,,,,,,,1.00,
216_219,332,,,,,,,,,,,,,,,1.00,
216_219,333,,,,,,,,,,,,,,,1.00,
216_220,332,,,,,,,,,,,,,,,1.00,
216_220,333,,,,,,,,,,,,,,,1.00,
216_220,343,,,,,,,,,,,,,,,1.00,
216_221,343,,,,,,,,,,,,,,,1.00,
216_222,343,0.02,,,,,,,,,,,,,,0.98,
216_223,343,0.01,,,,,,,,,,,,,,0.99,
216_224,343,0.00,,,,0.01,,0.03,,,,,,,,0.96,
216_225,343,,,,,0.00,,0.00,,,,,,,,0.99,
216_226,343,,,,,0.00,,0.00,,,,,,,,0.99,
216_227,343,0.00,,,,0.01,,0.02,,,0.00,,,,,0.97,
216_228,343,0.00,,,,0.00,0.00,0.00,,,,,,,,0.99,
216_229,343,0.00,,,,,,,,,,,,,,1.00,
216_230,343,,,,,,,,,,,,,,,1.00,
216_231,343,0.01,,,,,,,,,,,,,,0.99,
216_232,343,0.00,,,,0.00,,0.00,,,,,,,,0.99,
216_233,343,0.00,,0.01,0.01,0.01,0.01,0.01,0.00,,,,0.03,0.00,,0.92,
216_233,no data,,,,0.01,0.17,0.20,0.04,,,,,0.28,,,0.30,
216_234,343,,,0.00,0.01,0.05,0.05,,,,,,0.21,,,0.67,
216_234,no data,,,,0.00,0.05,0.02,0.04,,,,,0.02,,,0.87,
21_63,134,,,,,,,,,0.93,0.02,,,,,0.05,
21_63,136,,,,,,,,,0.86,0.04,,,,,0.10,
21_64,134,0.00,0.00,,,,,0.02,,0.87,0.02,,,,,0.09,
21_65,134,,,,,,,0.00,,0.88,0.01,,,,,0.11,
21_66,134,0.00,,0.00,,,,0.00,,0.95,0.00,0.00,,,,0.04,
21_67,134,0.02,,,,,,0.00,,0.94,0.00,,,,,0.03,
21_68,134,0.00,,0.00,,,,0.02,,0.95,0.01,0.00,,,,0.02,
21_69,134,0.00,,0.01,,,,0.02,0.01,0.67,0.12,0.00,,,,0.17,0.00
2_16,no data,,,,,,,0.00,,0.93,,0.06,,,,,0.01
21_70,132,0.00,,,,,,0.01,,0.53,0.08,,,,,0.38,
21_70,134,0.02,,,,,,0.03,,0.45,0.13,,,,,0.36,
2_17,014,0.00,,0.00,,,,0.01,,0.80,0.01,0.03,,,,0.14,
21_71,132,0.02,,,,,,,,0.48,0.08,,,,,0.42,0.00
217_114,081,,,,,0.45,0.24,0.26,,0.01,,,,,,0.04,
217_114,no data,,,,,,0.00,,,,,,1.00,,,,
217_115,081,0.00,0.02,,,0.17,0.10,0.18,,0.11,0.03,0.03,0.00,,,0.34,
217_115,no data,,,,,0.00,0.01,0.00,0.00,,,,0.98,,,,
217_116,081,0.00,0.01,,,0.02,0.02,0.11,,0.01,0.19,0.03,0.00,0.01,,0.59,0.01
217_116,no data,,,,,0.01,0.08,,,,,,0.92,,,,
217_117,081,0.00,,,0.01,0.10,0.14,0.14,,0.01,0.13,0.03,,0.00,,0.42,0.02
217_118,081,,0.00,,,0.01,0.00,0.07,,0.00,0.17,0.01,,,,0.72,
217_119,081,,0.15,,,0.07,0.01,0.09,,0.01,0.09,0.02,,,,0.55,
217_120,081,0.00,0.55,0.00,0.00,0.06,0.06,0.12,0.00,0.00,0.02,0.01,,0.03,,0.14,
217_121,081,0.02,0.36,,0.00,0.05,0.01,0.11,0.03,0.00,0.04,0.00,0.00,,,0.30,0.07
217_122,081,0.00,0.12,,,0.00,,0.04,0.00,0.01,0.31,0.01,,0.00,,0.51,0.00
217_123,081,0.00,0.17,,,0.00,,0.08,,0.01,0.33,0.05,,,,0.36,
217_124,081,,0.19,,,0.01,0.00,0.11,0.00,0.01,0.25,0.05,,0.03,,0.35,
217_125,081,,0.33,,,0.01,0.00,0.19,,0.01,0.31,0.02,,0.03,,0.10,0.00
217_126,081,0.02,0.11,,0.00,0.07,0.04,0.28,0.00,0.00,0.27,0.00,,0.11,,0.09,
217_127,081,0.01,0.05,,0.00,0.12,0.08,0.22,0.00,0.00,0.39,0.00,,0.01,,0.11,0.01
217_128,081,0.00,,,0.00,0.03,0.01,0.19,,,0.45,0.00,,0.00,,0.30,0.00
217_129,081,0.01,,,0.01,0.08,0.10,0.11,0.00,,0.25,0.00,,,,0.43,
217_130,081,,,,0.00,0.25,0.13,0.17,,,0.20,0.00,0.00,,,0.24,
217_131,081,0.00,,,,0.08,0.04,0.10,,0.00,0.25,,,,,0.52,
217_132,081,,,,,,,0.04,,0.00,0.03,,,,,0.93,
217_132,090,0.00,,,,0.01,,0.07,,0.01,0.12,0.01,,,,0.78,0.00
217_133,090,0.01,,,,0.05,0.03,0.10,,0.01,0.23,0.01,,,,0.57,
217_134,090,0.01,,,,0.22,0.06,0.17,,0.01,0.15,0.01,,,,0.38,
217_135,090,0.00,0.00,,0.00,0.37,0.16,0.25,0.00,,0.07,0.00,0.04,0.00,,0.09,0.00
217_136,090,0.00,,,0.01,0.35,0.40,0.17,,,0.05,,0.00,0.00,,0.01,0.01
217_137,090,0.00,,,0.02,0.24,0.37,0.14,,0.00,0.04,,,,,0.18,0.00
217_138,090,0.00,,,,0.07,0.02,0.18,,,0.08,,,,,0.65,0.00
217_139,090,0.00,,,,0.00,,0.05,,0.00,0.03,0.00,,,,0.91,
217_140,090,0.01,,,,0.03,0.00,0.08,,0.01,0.03,0.00,,0.00,,0.84,0.00
217_141,090,0.00,,,,0.01,0.00,0.06,,0.07,0.01,0.01,,,,0.84,0.00
217_142,090,0.01,,,,0.01,,0.05,0.01,0.06,0.02,0.01,0.01,,,0.83,0.00
217_143,090,0.00,,,,0.00,,0.06,0.00,0.22,0.02,0.01,,,,0.69,
217_143,092,0.00,,,,,,,,0.03,0.01,,,,,0.96,
217_144,090,0.00,,,,,,0.02,,0.24,0.00,0.01,0.00,,,0.72,0.00
217_144,092,0.00,,,,,,,,0.21,0.02,0.07,,,,0.69,
217_145,090,,,,,,,0.01,,0.25,0.00,0.01,,,,0.73,0.00
217_145,092,,,,,,,0.02,,0.48,,0.07,,,,0.43,
217_146,090,0.00,,,,,,0.03,,0.38,0.01,0.15,,,,0.42,0.00
217_146,092,,,,,,,0.01,,0.37,,0.06,,,,0.56,
217_147,090,,,,,,,0.11,,0.53,,0.19,,,,0.16,
217_147,092,0.00,,,,,0.00,0.00,,0.29,0.01,0.06,,,,0.65,0.00
217_148,092,0.02,,,,,,,,0.26,0.02,0.03,,,,0.67,
217_149,092,0.01,,0.00,,,,,,0.11,0.01,0.07,,,,0.80,
217_150,092,0.00,,,,0.00,,0.04,,0.14,0.08,0.06,,,,0.68,0.00
217_151,092,0.01,,,,,,,,0.31,0.05,0.10,,,,0.53,
217_152,092,0.01,,0.00,,,,,,0.19,0.02,0.05,0.00,,,0.73,
217_153,092,0.01,,,,,,,,0.40,0.01,0.02,,,,0.57,
217_154,092,0.08,,,,,,,,0.59,0.01,0.02,,,,0.30,
217_155,092,0.17,,,,,,,,0.36,0.09,0.04,,,,0.34,
217_155,100,0.09,,,0.00,0.00,0.00,0.02,,0.32,0.01,0.02,,,,0.53,
217_156,100,0.02,,,,0.01,0.00,0.01,,0.54,0.01,0.04,,,,0.37,
217_157,100,0.04,,,,0.01,0.00,0.01,,0.23,0.02,0.03,,,,0.65,
217_158,100,0.01,,,,0.01,,0.02,,0.01,0.00,0.00,,,,0.94,0.00
217_159,100,0.00,,,,0.04,0.00,0.07,0.00,0.01,0.04,0.01,,,,0.82,0.01
217_160,100,,,,,,,0.01,,0.21,0.00,0.10,,,,0.68,
217_160,309,,,,,,,0.02,,0.28,,0.11,,,,0.59,
217_161,100,,,,,,,,,0.44,,0.12,,,,0.44,
217_161,309,,,,,0.01,,0.01,,0.19,0.01,0.19,,,,0.59,0.00
217_162,309,0.00,,,,0.00,0.00,0.04,,0.23,0.00,0.08,0.09,,,0.54,0.00
217_163,309,0.00,,0.00,,0.00,0.00,0.06,,0.30,0.01,0.10,,,,0.54,
217_164,309,,,,,0.01,0.01,0.09,,0.41,0.01,0.12,0.00,,,0.35,
217_165,309,,,0.01,0.00,0.03,0.01,0.27,0.00,0.42,0.00,0.09,0.09,,,0.08,0.00
217_166,309,0.01,,0.00,,0.02,0.00,0.16,0.00,0.15,0.08,0.06,0.04,,,0.49,
217_167,309,0.00,,0.00,,0.00,,0.00,,0.23,0.08,0.03,,,,0.64,
217_168,309,0.00,,0.00,,0.02,0.00,0.02,,0.49,0.10,0.03,,,,0.34,
217_169,100,0.01,,0.00,,0.00,,0.01,,0.35,0.08,0.22,,,,0.33,
217_169,309,,,0.00,,0.00,0.00,0.01,,0.66,0.07,0.04,,,,0.21,
217_170,100,,,0.00,0.00,0.01,0.00,0.02,,0.40,0.05,0.11,0.01,,,0.39,
217_170,309,,,,,0.01,0.00,0.01,,0.54,0.03,0.04,,,,0.37,
217_171,100,0.00,,,0.01,0.10,0.03,0.10,0.00,0.19,0.00,0.06,0.28,,,0.24,0.00
217_171,309,,,,,,,0.12,,0.88,,,,,,,
217_172,100,,,,0.00,0.10,0.02,0.12,0.00,0.21,0.02,0.01,0.17,,,0.35,
217_172,309,,,,,,,,,0.94,,,,,,0.06,
217_173,100,0.00,,0.00,,0.13,0.01,0.42,0.00,0.15,0.05,0.01,0.01,,,0.23,0.00
217_174,100,0.01,,0.00,,0.08,0.01,0.23,,0.07,0.10,0.00,0.15,,,0.34,0.00
217_174,320,,,,,,,,,,0.05,,,,,0.95,
217_175,100,0.00,,,,,,0.08,,0.03,0.10,,0.02,,,0.77,
217_175,320,0.00,,,,,,0.01,,0.14,0.03,,,,,0.82,0.01
217_176,320,0.00,,,,0.00,,0.01,,0.21,0.06,,,,,0.71,
217_177,320,0.02,,,,0.00,,0.01,,0.09,0.24,0.00,,,,0.63,
217_178,320,0.00,,,,,,0.01,,0.01,0.23,,,,,0.75,
217_178,323,,,,,,,,,,0.13,,,,,0.87,
217_179,320,,,,,,,,,0.01,0.05,,,,,0.94,
217_179,323,,,,,,,,,0.01,0.04,,,,,0.94,
217_180,320,,,,,,,,,,0.00,,,,,1.00,
217_180,323,,,,,,,,,0.00,0.00,0.00,,,,0.99,
217_181,323,,,,,,,,,,0.00,,,,,1.00,
217_182,323,0.00,,,,0.00,,0.08,,,0.00,,,,,0.92,
217_183,323,0.01,,,,0.00,0.00,0.08,,,,,,,,0.91,
217_184,323,0.00,,,,0.00,,0.07,,,0.01,,,,,0.92,
217_184,325,,,,,0.00,,0.03,,,,,,,,0.97,
217_185,323,0.02,,,,,,0.09,,,,,,,,0.89,
217_185,325,0.00,,,,0.00,,0.08,,,,,,,,0.92,
217_185,326,,,,,,,,,,,,,,,1.00,
217_186,325,0.20,,,,,,0.05,,,,,,,,0.75,
217_186,326,0.19,,,,,,0.06,,,,,,,,0.75,
217_187,325,0.63,,,,,,0.05,,,,,,,,0.32,
217_187,326,0.51,,,,,,0.05,,,,,,,,0.44,
217_187,327,0.32,,,,,,,,,,,,,,0.68,
217_188,325,0.59,,,,,,0.03,,,,,,,,0.38,
217_188,327,0.68,,,,,,0.08,,,,,,,,0.24,
217_189,325,0.51,,,,,,0.01,,,,,,,,0.48,
217_189,327,0.71,,,,,,0.08,,,,,,,,0.21,
217_190,325,0.91,,,,,,,,,,,,,,0.09,
217_190,327,0.73,,,,0.01,,0.04,,,,,,,,0.22,
217_191,327,0.43,,0.00,0.03,0.10,0.08,0.06,,,,,0.02,,,0.28,0.00
217_192,327,0.62,,,,0.00,0.00,0.00,,,,,,,,0.37,
217_193,327,0.58,,,,,,,,,,,,,,0.42,
217_194,327,0.73,,,,,,,,,,,,,,0.27,
217_195,327,0.54,,,,,,,,,,,,,,0.46,
217_196,327,0.06,,,,,,,,,,,,,,0.94,
217_197,327,,,,,,,,,,,,,,,1.00,
217_198,327,0.09,,,,,,,,,,,,,,0.91,
217_198,328,0.20,,,,,,,,,,,,,,0.80,
217_199,327,0.37,,,,0.00,,0.01,,,,,,,,0.61,
217_199,328,0.53,,,,,,0.02,,,,,,,,0.45,
217_200,327,0.02,,,,,,,,,,,,,,0.98,
217_200,328,0.03,,,,,,,,,,,,,,0.97,
217_201,328,0.25,,,,,,,,,,,,,,0.75,
217_202,328,0.35,,,,,,,,,,,,,,0.65,
217_203,328,0.09,,,,,,,,,,,,,,0.91,
217_203,331,0.00,,,,,,,,,,,,,,1.00,
217_204,328,,,,,,,,,,,,,,,1.00,
217_204,331,0.08,,,,,,,,,,,,,,0.92,
217_205,331,0.68,,,,,,,,,,,,,,0.32,
217_206,331,0.98,,,,,,,,,,,,,,0.02,
217_207,331,0.96,,,,,,,,,,,,,,0.04,
